transaction_id,amount,payment_method,failure_reason,previous_attempts,recovery_probability,recommended_action,diagnosis,decision_reason,recovered,recovered_amount,simulation_note
TXN100136,7877.62,NetBanking,insufficient_funds,1,0.094,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100137,10604.38,Card,upi_timeout,3,0.626,STOP,Temporary UPI/network timeout. A delayed retry may recover the payment.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100138,5581.08,Card,upi_timeout,0,0.603,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,5581.08,Synthetic outcome; no real payment was processed.
TXN100139,14582.35,Card,bank_timeout,2,0.22,STOP,Temporary bank-side timeout. A controlled retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100140,14444.18,NetBanking,upi_timeout,2,0.77,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100141,3925.63,UPI,network_error,3,0.376,STOP,Temporary network issue. A controlled retry is appropriate.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100142,7558.78,Card,network_error,3,0.159,STOP,Temporary network issue. A controlled retry is appropriate.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100143,4652.3,Card,bank_timeout,1,0.713,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,4652.3,Synthetic outcome; no real payment was processed.
TXN100144,4414.92,UPI,authentication_failed,3,0.205,STOP,Authentication failed. Customer action is required before another attempt.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100145,744.96,NetBanking,insufficient_funds,2,0.642,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,1,744.96,Synthetic outcome; no real payment was processed.
TXN100146,9221.16,NetBanking,insufficient_funds,0,0.115,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100147,7639.15,Card,upi_timeout,1,0.796,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,7639.15,Synthetic outcome; no real payment was processed.
TXN100148,960.94,NetBanking,upi_timeout,1,0.853,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,960.94,Synthetic outcome; no real payment was processed.
TXN100149,4323.25,NetBanking,authentication_failed,0,0.634,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100150,13642.24,Card,upi_timeout,1,0.69,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100151,3744.76,NetBanking,insufficient_funds,1,0.561,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100152,2343.59,Card,card_declined,0,0.308,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100153,7443.39,Card,network_error,1,0.796,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,1,7443.39,Synthetic outcome; no real payment was processed.
TXN100154,14787.61,Card,card_declined,2,0.166,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100155,3781.66,NetBanking,card_declined,1,0.201,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100156,10147.28,UPI,insufficient_funds,0,0.554,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100157,11471.73,NetBanking,card_declined,0,0.226,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100158,3716.27,NetBanking,authentication_failed,0,0.21,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100159,10977.33,UPI,bank_timeout,2,0.199,STOP,Temporary bank-side timeout. A controlled retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100160,5642.56,NetBanking,upi_timeout,0,0.364,MESSAGE,Temporary UPI/network timeout. A delayed retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,1,5642.56,Synthetic outcome; no real payment was processed.
TXN100161,9557.76,UPI,bank_timeout,1,0.887,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,9557.76,Synthetic outcome; no real payment was processed.
TXN100162,9575.87,UPI,network_error,0,0.579,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100163,8129.0,Card,upi_timeout,0,0.698,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,8129.0,Synthetic outcome; no real payment was processed.
TXN100164,1535.38,UPI,card_declined,2,0.587,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,1,1535.38,Synthetic outcome; no real payment was processed.
TXN100165,12562.31,NetBanking,network_error,1,0.385,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100166,4946.87,NetBanking,upi_timeout,0,0.413,MESSAGE,Temporary UPI/network timeout. A delayed retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,1,4946.87,Synthetic outcome; no real payment was processed.
TXN100167,2959.66,Card,authentication_failed,0,0.285,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,1,2959.66,Synthetic outcome; no real payment was processed.
TXN100168,802.51,UPI,authentication_failed,0,0.077,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,1,802.51,Synthetic outcome; no real payment was processed.
TXN100169,8944.81,UPI,authentication_failed,1,0.097,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100170,10227.63,Card,authentication_failed,1,0.14,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100171,444.52,Wallet,card_declined,0,0.278,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100172,7778.49,Card,bank_timeout,0,0.764,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,7778.49,Synthetic outcome; no real payment was processed.
TXN100173,3551.36,UPI,upi_timeout,0,0.594,MESSAGE,Temporary UPI/network timeout. A delayed retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,1,3551.36,Synthetic outcome; no real payment was processed.
TXN100174,9748.2,Card,card_declined,2,0.224,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100175,2779.8,Card,authentication_failed,3,0.122,STOP,Authentication failed. Customer action is required before another attempt.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
