timestamp,transaction_id,recovery_probability,diagnosis,recommended_action,decision_reason,previous_attempts,outcome,recovered_amount
2026-09-04T17:50:02,TXN100166,0.413,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,4946.87
2026-09-04T17:50:02,TXN100167,0.285,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,0,Recovered,2959.66
2026-09-04T17:50:02,TXN100168,0.077,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,0,Recovered,802.51
2026-09-04T17:50:02,TXN100169,0.097,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,1,Not recovered,0.0
2026-09-04T17:50:02,TXN100170,0.14,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,1,Not recovered,0.0
2026-09-04T17:50:02,TXN100171,0.278,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:02,TXN100172,0.764,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,7778.49
2026-09-04T17:50:02,TXN100173,0.594,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,3551.36
2026-09-04T17:50:02,TXN100174,0.224,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,2,Not recovered,0.0
2026-09-04T17:50:02,TXN100175,0.122,Authentication failed. Customer action is required before another attempt.,STOP,Maximum retry limit reached.,3,Not recovered,0.0
2026-09-04T17:50:02,TXN100176,0.703,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Not recovered,0.0
2026-09-04T17:50:02,TXN100177,0.57,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,2,Recovered,5923.07
2026-09-04T17:50:02,TXN100178,0.745,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Not recovered,0.0
2026-09-04T17:50:02,TXN100179,0.669,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,2234.45
2026-09-04T17:50:02,TXN100180,0.139,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,2,Not recovered,0.0
2026-09-04T17:50:02,TXN100181,0.727,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,2,Recovered,1878.52
2026-09-04T17:50:02,TXN100182,0.057,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,STOP,Maximum retry limit reached.,3,Not recovered,0.0
2026-09-04T17:50:02,TXN100183,0.41,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Not recovered,0.0
2026-09-04T17:50:02,TXN100184,0.556,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,4016.79
2026-09-04T17:50:02,TXN100185,0.05,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,2,Not recovered,0.0
2026-09-04T17:50:02,TXN100186,0.211,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:02,TXN100187,0.648,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Customer should retry using the same or another payment method.,1,Not recovered,0.0
2026-09-04T17:50:02,TXN100188,0.655,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Customer should retry using the same or another payment method.,0,Not recovered,0.0
2026-09-04T17:50:02,TXN100189,0.766,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,3778.66
2026-09-04T17:50:02,TXN100190,0.81,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,1577.01
2026-09-04T17:50:02,TXN100191,0.321,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:02,TXN100192,0.756,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,2,Not recovered,0.0
2026-09-04T17:50:02,TXN100193,0.785,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,9569.53
2026-09-04T17:50:02,TXN100194,0.311,Temporary bank-side timeout. A controlled retry may recover the payment.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,1,Not recovered,0.0
2026-09-04T17:50:02,TXN100195,0.695,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,5367.65
2026-09-04T17:50:02,TXN100196,0.097,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:02,TXN100197,0.133,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:02,TXN100198,0.184,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,0,Not recovered,0.0
2026-09-04T17:50:02,TXN100199,0.053,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,2,Not recovered,0.0
2026-09-04T17:50:03,TXN100200,0.453,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,9701.71
2026-09-04T17:50:03,TXN100201,0.298,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Maximum retry limit reached.,3,Not recovered,0.0
2026-09-04T17:50:03,TXN100202,0.737,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,2591.27
2026-09-04T17:50:03,TXN100203,0.905,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Not recovered,0.0
2026-09-04T17:50:03,TXN100204,0.363,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,1,Not recovered,0.0
2026-09-04T17:50:03,TXN100205,0.332,Temporary bank-side timeout. A controlled retry may recover the payment.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,1,Recovered,335.13
2026-09-04T17:50:03,TXN100206,0.401,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,2,Recovered,1700.88
2026-09-04T17:50:03,TXN100207,0.08,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,0,Not recovered,0.0
2026-09-04T17:50:03,TXN100208,0.099,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,0,Recovered,273.92
2026-09-04T17:50:03,TXN100209,0.072,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,2,Not recovered,0.0
2026-09-04T17:50:03,TXN100210,0.253,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Maximum retry limit reached.,3,Not recovered,0.0
2026-09-04T17:50:03,TXN100211,0.35,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,2,Not recovered,0.0
2026-09-04T17:50:03,TXN100212,0.328,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,0,Not recovered,0.0
2026-09-04T17:50:03,TXN100213,0.757,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,2,Recovered,3518.41
2026-09-04T17:50:03,TXN100214,0.162,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,1,Not recovered,0.0
2026-09-04T17:50:03,TXN100215,0.38,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,1,Not recovered,0.0
2026-09-04T17:50:03,TXN100216,0.263,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,0,Recovered,5015.24
2026-09-04T17:50:03,TXN100217,0.258,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,1,Not recovered,0.0
2026-09-04T17:50:03,TXN100218,0.87,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,9814.22
2026-09-04T17:50:03,TXN100219,0.8,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Not recovered,0.0
2026-09-04T17:50:03,TXN100220,0.047,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,2,Not recovered,0.0
2026-09-04T17:50:03,TXN100221,0.217,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,0,Not recovered,0.0
2026-09-04T17:50:03,TXN100222,0.677,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Customer should retry using the same or another payment method.,0,Recovered,1585.48
2026-09-04T17:50:03,TXN100223,0.743,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,5641.56
2026-09-04T17:50:03,TXN100224,0.179,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,Maximum retry limit reached.,3,Not recovered,0.0
2026-09-04T17:50:03,TXN100225,0.279,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,1,Not recovered,0.0
